,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,team1_powerplay,team2_powerplay,average_SR_inning1,average_SR_inning2,average_RR_inning1,average_RR_inning2,team2_extras,team1_extras
274,275,2011,Hyderabad,2011-05-03,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Asnani,RJ Tucker,41.0,41.0,1.3412698412698412,1.2113821138211383,8.047619047619047,7.2682926829268295,10.0,4.0
275,276,2011,Chennai,2011-05-04,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk",SS Hazare,RB Tiffin,47.0,43.0,1.2049180327868851,1.2844827586206897,7.229508196721312,7.706896551724139,7.0,4.0
276,277,2011,Mumbai,2011-05-04,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Mumbai Indians,21,0,R Sharma,Dr DY Patil Sports Academy,HDPK Dharmasena,SJA Taufel,49.0,31.0,1.2903225806451613,1.1209677419354838,7.741935483870967,6.725806451612903,15.0,10.0
277,278,2011,Kochi,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17,0,BJ Hodge,Nehru Stadium,S Ravi,RJ Tucker,35.0,43.0,1.248,1.139344262295082,7.488,6.836065573770492,6.0,3.0
278,279,2011,Hyderabad,2011-05-05,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,43.0,29.0,1.4,1.4672131147540983,8.4,8.80327868852459,10.0,10.0
279,280,2011,Bengaluru,2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin,48.0,38.0,1.6942148760330578,0.96,10.165289256198346,5.760000000000001,6.0,5.0
280,281,2011,Kolkata,2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,10,0,Iqbal Abdulla,Eden Gardens,Asad Rauf,PR Reiffel,15.0,33.0,0.926829268292683,0.9682539682539683,5.560975609756097,5.809523809523809,6.0,4.0
281,282,2011,Mumbai,2011-05-07,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,32,0,AT Rayudu,Wankhede Stadium,K Hariharan,SJA Taufel,50.0,23.0,1.435483870967742,1.1587301587301588,8.612903225806452,6.9523809523809526,6.0,9.0
282,283,2011,Bengaluru,2011-05-08,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,49.0,79.0,0.9689922480620154,1.5609756097560976,5.813953488372093,9.365853658536587,10.0,5.0
283,284,2011,Chandigarh,2011-05-08,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,34.0,40.0,0.9916666666666667,1.1009174311926606,5.95,6.605504587155963,4.0,12.0
284,285,2011,Jaipur,2011-05-09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,63,0,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel,55.0,48.0,1.568,1.0991735537190082,9.408000000000001,6.595041322314049,8.0,5.0
285,286,2011,Hyderabad,2011-05-10,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,bat,normal,0,Pune Warriors,0,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,50.0,52.0,1.1239669421487604,1.2123893805309736,6.743801652892562,7.274336283185841,1.0,3.0
286,287,2011,Chandigarh,2011-05-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,76,0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,39.0,33.0,1.3252032520325203,1.0740740740740742,7.951219512195122,6.444444444444445,22.0,5.0
287,288,2011,Jaipur,2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,S Aravind,Sawai Mansingh Stadium,HDPK Dharmasena,K Hariharan,43.0,66.0,1.168,1.4519230769230769,7.008,8.711538461538462,11.0,4.0
288,289,2011,Chennai,2011-05-12,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,18,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri,42.0,52.0,1.4426229508196722,1.2741935483870968,8.655737704918034,7.64516129032258,4.0,14.0
289,290,2011,Indore,2011-05-13,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KD Karthik,Holkar Cricket Stadium,S Asnani,RJ Tucker,62.0,49.0,1.37984496124031,1.5338983050847457,8.279069767441861,9.203389830508474,23.0,8.0
290,291,2011,Bengaluru,2011-05-14,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0,4,CH Gayle,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,33.0,65.0,1.1125,1.3291139240506329,6.675,7.974683544303798,7.0,6.0
291,292,2011,Mumbai,2011-05-14,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,10,0,A Mishra,Wankhede Stadium,S Ravi,SK Tarapore,32.0,26.0,1.115702479338843,0.9765625,6.694214876033057,5.859375,7.0,18.0
292,293,2011,Dharamsala,2011-05-15,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,29,0,PP Chawla,Himachal Pradesh Cricket Association Stadium,Asad Rauf,SL Shastri,43.0,42.0,1.3385826771653544,1.1370967741935485,8.031496062992126,6.82258064516129,9.0,12.0
293,294,2011,Indore,2011-05-15,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BJ Hodge,Holkar Cricket Stadium,PR Reiffel,RJ Tucker,32.0,87.0,0.8584070796460177,2.0416666666666665,5.150442477876107,12.25,3.0,9.0
294,295,2011,Mumbai,2011-05-16,Pune Warriors,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,A Mishra,Dr DY Patil Sports Academy,S Ravi,SK Tarapore,39.0,57.0,1.1147540983606556,1.140495867768595,6.688524590163935,6.84297520661157,3.0,9.0
295,296,2011,Dharamsala,2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Kings XI Punjab,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,30.0,34.0,1.8412698412698412,1.1415094339622642,11.047619047619047,6.849056603773584,27.0,9.0
296,297,2011,Chennai,2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,11,0,WP Saha,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RE Koertzen,41.0,40.0,1.2459016393442623,1.110236220472441,7.475409836065574,6.661417322834645,4.0,9.0
297,298,2011,Mumbai,2011-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,YK Pathan,Dr DY Patil Sports Academy,S Ravi,SJA Taufel,29.0,44.0,0.9516129032258065,1.1553398058252426,5.709677419354838,6.932038834951456,12.0,5.0
298,299,2011,Mumbai,2011-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,10,SR Watson,Wankhede Stadium,RE Koertzen,PR Reiffel,26.0,52.0,1.0901639344262295,1.654320987654321,6.540983606557377,9.925925925925926,5.0,2.0
299,300,2011,Dharamsala,2011-05-21,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,58.0,45.0,1.6097560975609757,1.0,9.658536585365853,6.0,16.0,4.0
300,301,2011,Delhi,2011-05-21,Delhi Capitals,Pune Warriors,Delhi Capitals,bat,no result,0,tie,0,0,,Feroz Shah Kotla,SS Hazare,RJ Tucker,33.0,41.0,0.8888888888888888,0.0,5.333333333333333,0.0,5.0,0.0
301,302,2011,Bengaluru,2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium,K Hariharan,RE Koertzen,23.0,44.0,1.0158730158730158,1.1120689655172413,6.095238095238095,6.672413793103448,10.0,10.0
302,303,2011,Kolkata,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel,46.0,54.0,1.4344262295081966,1.4126984126984128,8.606557377049182,8.476190476190476,6.0,16.0
303,304,2011,Mumbai,2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel,44.0,25.0,1.4,1.4274193548387097,8.4,8.564516129032258,14.0,8.0
304,305,2011,Mumbai,2011-05-25,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,MM Patel,Wankhede Stadium,Asad Rauf,SJA Taufel,25.0,62.0,1.185483870967742,1.264957264957265,7.112903225806451,7.589743589743589,6.0,4.0
305,306,2011,Chennai,2011-05-27,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43,0,CH Gayle,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,68.0,52.0,1.434108527131783,1.1639344262295082,8.604651162790697,6.983606557377049,14.0,4.0
306,307,2011,Chennai,2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,58,0,M Vijay,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,56.0,47.0,1.680327868852459,1.2049180327868851,10.081967213114755,7.229508196721312,9.0,6.0
307,308,2012,Chennai,2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RE Levi,"MA Chidambaram Stadium, Chepauk",JD Cloete,SJA Taufel,42.0,53.0,0.8888888888888888,1.1057692307692308,5.333333333333333,6.634615384615385,12.0,6.0
308,309,2012,Kolkata,2012-04-05,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,IK Pathan,Eden Gardens,S Asnani,HDPK Dharmasena,46.0,48.0,1.3108108108108107,1.4705882352941178,7.864864864864865,8.823529411764705,7.0,5.0
309,310,2012,Mumbai,2012-04-06,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,28,0,SPD Smith,Wankhede Stadium,AK Chaudhary,SJA Taufel,30.0,27.0,1.048780487804878,0.8145161290322581,6.2926829268292686,4.887096774193548,8.0,5.0
310,311,2012,Jaipur,2012-04-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,AM Rahane,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,57.0,45.0,1.5039370078740157,1.3114754098360655,9.023622047244094,7.868852459016394,19.0,6.0
311,312,2012,Bengaluru,2012-04-07,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,20,0,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi,46.0,46.0,1.2868852459016393,1.1229508196721312,7.721311475409837,6.7377049180327875,6.0,4.0
312,313,2012,Visakhapatnam,2012-04-07,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,74,0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,HDPK Dharmasena,44.0,45.0,1.5196850393700787,1.1226415094339623,9.118110236220472,6.735849056603773,11.0,4.0
313,314,2012,Jaipur,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,22,0,BJ Hodge,Sawai Mansingh Stadium,BF Bowden,VA Kulkarni,37.0,27.0,1.3333333333333333,1.136,8.0,6.816000000000001,3.0,7.0
314,315,2012,Pune,2012-04-08,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,22,0,MN Samuels,Subrata Roy Sahara Stadium,S Das,SJA Taufel,38.0,19.0,1.3387096774193548,1.1612903225806452,8.032258064516128,6.967741935483871,12.0,11.0
315,316,2012,Visakhapatnam,2012-04-09,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AK Chaudhary,JD Cloete,45.0,29.0,1.1219512195121952,1.1833333333333333,6.7317073170731705,7.1,5.0,4.0
316,317,2012,Bengaluru,2012-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,42,0,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker,60.0,20.0,1.3524590163934427,0.968503937007874,8.114754098360656,5.8110236220472435,6.0,10.0
317,318,2012,Delhi,2012-04-10,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,M Morkel,Feroz Shah Kotla,Asad Rauf,SK Tarapore,41.0,50.0,0.8870967741935484,1.3875,5.32258064516129,8.325,6.0,1.0
318,319,2012,Mumbai,2012-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,27,0,KA Pollard,Wankhede Stadium,Aleem Dar,BNJ Oxenford,54.0,44.0,1.6416666666666666,1.4049586776859504,9.85,8.429752066115702,6.0,4.0
319,320,2012,Chennai,2012-04-12,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,F du Plessis,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RJ Tucker,56.0,52.0,1.5769230769230769,1.6774193548387097,9.461538461538462,10.064516129032258,16.0,6.0
320,321,2012,Chandigarh,2012-04-12,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,SK Tarapore,29.0,38.0,0.9663865546218487,1.0943396226415094,5.798319327731093,6.566037735849056,12.0,0.0
321,322,2012,Kolkata,2012-04-13,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,5,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani,45.0,36.0,1.048,1.1322314049586777,6.288,6.793388429752066,10.0,12.0
322,323,2012,Delhi,2012-04-19,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,0,5,KP Pietersen,Feroz Shah Kotla,BF Bowden,SK Tarapore,50.0,34.0,1.246031746031746,1.361344537815126,7.476190476190476,8.168067226890757,6.0,4.0
323,324,2012,Pune,2012-04-14,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Pune Warriors,0,7,JD Ryder,Subrata Roy Sahara Stadium,Aleem Dar,BNJ Oxenford,43.0,56.0,1.25,1.3109243697478992,7.5,7.865546218487395,6.0,5.0
324,325,2012,Kolkata,2012-04-15,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,2,0,SP Narine,Eden Gardens,Asad Rauf,S Asnani,26.0,48.0,1.1074380165289257,1.0819672131147542,6.644628099173553,6.491803278688525,7.0,9.0
325,326,2012,Bengaluru,2012-04-15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,59,0,AM Rahane,M Chinnaswamy Stadium,JD Cloete,RJ Tucker,43.0,54.0,1.6115702479338843,1.1333333333333333,9.669421487603305,6.8,6.0,3.0
326,327,2012,Mumbai,2012-04-16,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,S Nadeem,Wankhede Stadium,BF Bowden,SK Tarapore,23.0,41.0,0.7666666666666667,0.9789473684210527,4.6,5.873684210526315,9.0,11.0
327,328,2012,Jaipur,2012-04-17,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,5,BJ Hodge,Sawai Mansingh Stadium,Aleem Dar,BNJ Oxenford,57.0,62.0,1.568,1.5887096774193548,9.408000000000001,9.532258064516128,13.0,6.0
328,329,2012,Bengaluru,2012-04-17,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,0,6,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das,58.0,42.0,1.4796747967479675,1.5,8.878048780487806,9.0,7.0,7.0
329,330,2012,Chandigarh,2012-04-18,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,"Punjab Cricket Association Stadium, Mohali",JD Cloete,RJ Tucker,45.0,53.0,1.0163934426229508,1.27,6.0983606557377055,7.619999999999999,3.0,5.0
330,331,2012,Hyderabad,2012-05-10,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,0,9,DA Warner,"Rajiv Gandhi International Stadium, Uppal",JD Cloete,SJA Taufel,33.0,64.0,1.5454545454545454,1.8557692307692308,9.272727272727272,11.134615384615385,2.0,16.0
331,332,2012,Chennai,2012-04-19,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,13,0,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Asad Rauf,S Das,42.0,53.0,1.3553719008264462,1.217741935483871,8.132231404958677,7.306451612903225,2.0,15.0
332,333,2012,Chandigarh,2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,CH Gayle,"Punjab Cricket Association Stadium, Mohali",S Ravi,RJ Tucker,41.0,36.0,1.3252032520325203,1.328,7.951219512195122,7.968000000000001,8.0,8.0
333,334,2012,Chennai,2012-04-21,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,F du Plessis,"MA Chidambaram Stadium, Chepauk",Aleem Dar,BNJ Oxenford,41.0,45.0,1.1869918699186992,1.2148760330578512,7.121951219512195,7.289256198347107,14.0,2.0
334,335,2012,Delhi,2012-04-21,Pune Warriors,Delhi Capitals,Delhi Capitals,field,normal,0,Pune Warriors,20,0,SC Ganguly,Feroz Shah Kotla,Asad Rauf,S Das,52.0,49.0,1.476923076923077,1.4098360655737705,8.86153846153846,8.459016393442623,15.0,5.0
335,336,2012,Mumbai,2012-04-22,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,SE Marsh,Wankhede Stadium,S Ravi,RJ Tucker,39.0,48.0,1.304,1.3553719008264462,7.824000000000001,8.132231404958677,6.0,6.0
336,337,2012,Cuttack,2012-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,B Lee,Barabati Stadium,BF Bowden,SK Tarapore,39.0,42.0,1.0413223140495869,1.0495867768595042,6.24793388429752,6.297520661157025,3.0,9.0
337,338,2012,Jaipur,2012-04-23,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,46,0,AB de Villiers,Sawai Mansingh Stadium,Asad Rauf,S Asnani,37.0,48.0,1.512,1.153225806451613,9.072000000000001,6.919354838709677,19.0,10.0
338,339,2012,Pune,2012-04-24,Pune Warriors,Delhi Capitals,Pune Warriors,bat,normal,0,Delhi Capitals,0,8,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,28.0,61.0,1.2166666666666666,1.510204081632653,7.3,9.061224489795919,5.0,7.0
339,340,2012,Chandigarh,2012-04-25,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,4,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,BNJ Oxenford,44.0,40.0,1.3333333333333333,1.3902439024390243,8.0,8.341463414634147,10.0,9.0
340,341,2012,Pune,2012-04-26,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,18,0,CL White,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,50.0,44.0,1.4508196721311475,1.2619047619047619,8.704918032786885,7.571428571428571,11.0,9.0
341,342,2012,Delhi,2012-04-27,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,V Sehwag,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford,54.0,49.0,1.656,1.3709677419354838,9.936,8.225806451612902,9.0,4.0
342,343,2012,Chennai,2012-04-28,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,7,0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore,43.0,48.0,1.248,1.2113821138211383,7.488,7.2682926829268295,5.0,6.0
343,344,2012,Kolkata,2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,47,0,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove,46.0,35.0,1.532258064516129,1.1626016260162602,9.193548387096774,6.975609756097561,5.0,5.0
344,345,2012,Delhi,2012-04-29,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,1,0,V Sehwag,Feroz Shah Kotla,S Ravi,RJ Tucker,42.0,40.0,1.2357723577235773,1.217741935483871,7.414634146341464,7.306451612903225,8.0,4.0
345,346,2012,Mumbai,2012-04-29,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,DW Steyn,Wankhede Stadium,AK Chaudhary,BNJ Oxenford,38.0,31.0,0.8695652173913043,0.8632478632478633,5.217391304347826,5.17948717948718,5.0,10.0
346,347,2012,Chennai,2012-04-30,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,5,G Gambhir,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin,43.0,37.0,1.1300813008130082,1.1023622047244095,6.780487804878049,6.6141732283464565,6.0,13.0
347,348,2012,Cuttack,2012-05-01,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,13,0,KC Sangakkara,Barabati Stadium,Aleem Dar,AK Chaudhary,33.0,48.0,1.537190082644628,1.384,9.223140495867767,8.304,11.0,6.0
348,349,2012,Jaipur,2012-05-01,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,6,P Negi,Sawai Mansingh Stadium,JD Cloete,SJA Taufel,56.0,61.0,1.146341463414634,1.5483870967741935,6.878048780487805,9.290322580645162,5.0,9.0
349,350,2012,Bengaluru,2012-05-02,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,Azhar Mahmood,M Chinnaswamy Stadium,BF Bowden,C Shamshuddin,33.0,53.0,1.2741935483870968,1.3583333333333334,7.64516129032258,8.15,6.0,4.0
350,351,2012,Pune,2012-05-03,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,SL Malinga,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,42.0,37.0,0.975609756097561,0.9444444444444444,5.853658536585366,5.666666666666667,11.0,6.0
351,352,2012,Chennai,2012-05-04,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,10,0,SK Raina,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,BNJ Oxenford,56.0,47.0,1.3008130081300813,1.2295081967213115,7.804878048780488,7.3770491803278695,8.0,4.0
352,353,2012,Kolkata,2012-05-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,7,0,SP Narine,Eden Gardens,BF Bowden,SK Tarapore,68.0,45.0,1.1627906976744187,1.1349206349206349,6.976744186046512,6.809523809523809,19.0,10.0
353,354,2012,Chandigarh,2012-05-05,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,43,0,SR Watson,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel,64.0,33.0,1.4274193548387097,1.0551181102362204,8.564516129032258,6.330708661417322,6.0,12.0
354,355,2012,Mumbai,2012-05-06,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,2,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,52.0,46.0,1.384,1.4146341463414633,8.304,8.487804878048781,9.0,3.0
355,356,2012,Bengaluru,2012-05-06,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,46.0,46.0,1.4715447154471544,1.5811965811965811,8.829268292682928,9.487179487179487,6.0,6.0
